fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2.3781443583605895,-0.1366747604317869,1.4285042978119344,0.7584639584243644,-0.5117637363869785,-0.878789276106074,-0.7189811018614862,1.846184327459094,-1.4516660939614436,0.2347488347667042,0.4394850572013874,6
0.32894586749377297,0.4984807111686882,-0.6808646571324495,0.10297393888097207,-0.7926265205152152,-0.568448941724146,-0.13190402292287184,0.08292642776831759,-0.7903592128664345,-0.44166019709204624,-0.8565096929259316,5
0.8878181831847223,0.1520322721138839,-0.5265205872584702,0.9223364633102127,0.33082461599773344,0.4660188395489477,0.22686530309517028,1.9995111013452855,-1.1210126534139375,-0.2913470789012128,-0.9490807465064541,5
-1.3476710795790783,-1.0605372645779325,-0.11493640092785874,-0.8802610904341164,0.1623069455207917,-1.189129610488002,-0.5885195287640164,-1.1546396757414221,0.3338624849950795,-1.5690085835232959,-0.30108337144279534,5
-0.043635676300194694,-1.8689169557058098,0.811128018316017,0.2668464437668203,-0.2870735090843884,1.6039333989493507,0.16163451654643535,-0.01564078401561923,1.4580841828565934,1.2117841030071206,-0.0233702107012264,6
0.7636243352534005,-0.8873130450505302,1.2741602279379551,-0.5525160806624202,0.04996183186949122,-0.9822360542333834,-0.6537503153127513,0.685281610892511,-0.8564899009759339,-1.0429126698553792,-0.8565096929259316,5
-0.22992644819717742,-1.1182786710870665,-0.21783244751051156,-1.0441335953199646,-0.23090095225874088,0.25912528329432893,-0.03405784309976944,-0.2730107258960034,-0.12905233177142544,0.00927915748045404,-1.0416518000869766,5
0.018461247665467324,0.7294463372052248,-0.8866567502977553,0.9223364633102127,0.44316972964902845,0.1556785051670196,-0.19713480947160678,0.701709479523157,-0.12905233177142544,-0.7422864334737123,-0.8565096929259316,5
1.8192720426696392,0.787187743714359,-0.16638442421918523,0.2668464437668203,0.2184795023464392,0.05223172703971023,0.22686530309517028,1.3971559182210922,-1.650058158289945,0.5353750711483702,0.5320561107819098,6
1.4466904988756728,-1.2337614841053348,1.1198161580639756,0.2668464437668203,-0.7926265205152152,-0.9822360542333834,-0.8168272816845886,1.068598545607929,-0.32744439609992965,1.5875668984842035,0.2543429500403409,6
